,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_id
0,1,2,16,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,59090,0,0,1
1,1,12,8,0,False,2023-08-21T19:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4744,63768,4959,9703,1
2,1,21,10,0,True,2023-08-26T14:00:00Z,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-7682,58109,2507,10189,1
3,1,31,14,0,True,2023-09-03T15:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-9696,49814,2558,12254,1
4,1,43,9,0,False,2023-09-17T15:30:00Z,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-12786,37048,0,12786,1
5,1,51,18,0,True,2023-09-24T13:00:00Z,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-4527,32878,0,4527,1
6,1,62,3,0,False,2023-09-30T14:00:00Z,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-3132,29679,0,3132,1
7,1,71,13,0,True,2023-10-08T15:30:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-2349,27390,0,2349,1
8,1,84,7,0,False,2023-10-21T16:30:00Z,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1453,26039,0,1453,1
9,1,91,17,0,True,2023-10-28T14:00:00Z,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1085,24948,0,1085,1
10,1,107,15,0,False,2023-11-04T17:30:00Z,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-809,24152,0,809,1
11,1,111,6,0,True,2023-11-11T15:00:00Z,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-729,23422,0,729,1
12,1,121,4,0,False,2023-11-25T17:30:00Z,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-652,22774,0,652,1
0,2,2,16,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,29866,0,0,2
1,2,12,8,0,False,2023-08-21T19:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2650,34540,1902,4552,2
2,2,21,10,0,True,2023-08-26T14:00:00Z,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2284,34131,1538,3822,2
3,2,31,14,0,True,2023-09-03T15:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2092,33330,930,3022,2
4,2,43,9,0,False,2023-09-17T15:30:00Z,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,505,35814,3109,2604,2
5,2,51,18,0,True,2023-09-24T13:00:00Z,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,560,37398,2493,1933,2
6,2,62,3,0,False,2023-09-30T14:00:00Z,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,840,39333,3081,2241,2
7,2,71,13,0,True,2023-10-08T15:30:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,633,40781,3036,2403,2
8,2,84,7,0,False,2023-10-21T16:30:00Z,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,1172,42211,2986,1814,2
9,2,91,17,0,True,2023-10-28T14:00:00Z,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,1691,44333,3684,1993,2
10,2,107,15,0,False,2023-11-04T17:30:00Z,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,170,44923,2061,1891,2
11,2,111,6,0,True,2023-11-11T15:00:00Z,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-390,44587,1464,1854,2
12,2,121,4,0,False,2023-11-25T17:30:00Z,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-266,44795,1578,1844,2
0,3,2,16,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,10880,0,0,3
1,3,12,8,0,False,2023-08-21T19:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-3499,7526,123,3622,3
2,3,21,10,0,True,2023-08-26T14:00:00Z,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,320,8822,2812,2492,3
3,3,31,14,0,True,2023-09-03T15:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1304,7446,133,1437,3
4,3,43,9,0,False,2023-09-17T15:30:00Z,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-810,6783,177,987,3
5,3,51,18,0,True,2023-09-24T13:00:00Z,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-69,6914,449,518,3
6,3,62,3,0,False,2023-09-30T14:00:00Z,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,617,7959,1243,626,3
7,3,71,13,0,True,2023-10-08T15:30:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,195,8370,1130,935,3
8,3,84,7,0,False,2023-10-21T16:30:00Z,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,324,8786,1006,682,3
9,3,91,17,4,True,2023-10-28T14:00:00Z,5,0,10,1,0,1,0,0,0,0,0,0,0,0,0,12,1.8,0.5,2.0,0.4,0,0.00,0.00,0.00,0.00,44,90,8952,805,715,3
10,3,107,15,0,False,2023-11-04T17:30:00Z,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,1893,11192,2597,704,3
11,3,111,6,0,True,2023-11-11T15:00:00Z,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-456,10665,579,1035,3
12,3,121,4,0,False,2023-11-25T17:30:00Z,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-194,10613,699,893,3
0,4,2,16,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,0,9548,0,0,4
1,4,12,8,0,False,2023-08-21T19:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-1917,10260,468,2385,4
2,4,21,10,7,True,2023-08-26T14:00:00Z,2,2,3,34,0,2,0,1,0,0,0,0,0,0,0,22,23.0,15.3,25.0,6.3,0,0.04,0.22,0.26,0.25,54,-1390,9325,183,1573,4
3,4,31,14,4,True,2023-09-03T15:30:00Z,3,1,4,13,0,1,0,0,0,0,0,0,0,0,0,15,18.0,12.2,4.0,3.4,0,0.00,0.01,0.01,0.06,54,1049,11354,1919,870,4
4,4,43,9,3,False,2023-09-17T15:30:00Z,0,1,5,79,0,0,1,0,0,0,0,0,0,0,0,6,0.2,11.7,25.0,3.7,1,0.37,0.06,0.43,0.20,54,683,12876,1862,1179,4
5,4,51,18,1,True,2023-09-24T13:00:00Z,2,2,6,45,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.3,4.0,0.5,1,0.00,0.00,0.00,0.90,54,818,14006,1881,1063,4
6,4,62,3,1,False,2023-09-30T14:00:00Z,0,4,7,14,0,0,0,0,0,0,0,0,0,0,0,2,4.4,16.0,0.0,2.0,0,0.00,0.03,0.03,0.00,54,130,14358,2573,2443,4
7,4,71,13,0,True,2023-10-08T15:30:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1041,13426,675,1716,4
8,4,84,7,0,False,2023-10-21T16:30:00Z,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-862,12793,313,1175,4
9,4,91,17,6,True,2023-10-28T14:00:00Z,5,0,10,17,1,0,0,0,0,0,0,0,0,0,0,22,33.4,5.6,19.0,5.8,0,0.79,0.02,0.81,0.00,54,-882,12005,209,1091,4
10,4,107,15,1,False,2023-11-04T17:30:00Z,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,2,0.4,1.2,0.0,0.2,0,0.00,0.01,0.01,0.00,54,76,12276,604,528,4
11,4,111,6,-2,True,2023-11-11T15:00:00Z,3,1,12,23,0,0,0,0,0,0,0,0,1,0,0,-7,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.07,54,16,12399,621,605,4
12,4,121,4,0,False,2023-11-25T17:30:00Z,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1817,10519,52,1869,4
0,5,2,16,1,True,2023-08-12T12:00:00Z,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.0,0.0,0.0,0,0.00,0.00,0.00,0.02,50,0,2743150,0,0,5
1,5,12,8,1,False,2023-08-21T19:00:00Z,0,1,2,20,0,0,0,0,0,0,0,0,0,0,0,5,13.0,0.0,0.0,1.3,0,0.00,0.00,0.00,0.73,50,-223848,2639445,61796,285644,5
2,5,21,10,0,True,2023-08-26T14:00:00Z,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-621417,2040170,36142,657559,5
3,5,31,14,2,True,2023-09-03T15:30:00Z,3,1,4,90,0,0,0,1,0,0,0,0,0,0,0,16,21.2,2.2,0.0,2.3,1,0.00,0.01,0.01,0.96,48,-595383,1453168,13908,609291,5
4,5,43,9,5,False,2023-09-17T15:30:00Z,0,1,5,90,0,0,1,0,0,0,0,1,0,0,0,23,19.6,4.2,0.0,2.4,1,0.00,0.02,0.02,0.30,48,-128729,1350616,32915,161644,5
5,5,51,18,1,True,2023-09-24T13:00:00Z,2,2,6,90,0,0,0,2,0,0,0,0,0,0,0,11,7.8,1.7,8.0,1.8,1,0.07,0.01,0.08,1.50,48,-62499,1293725,21035,83534,5
6,5,62,3,6,False,2023-09-30T14:00:00Z,0,4,7,90,0,0,1,0,0,0,0,0,0,0,0,25,24.8,0.3,0.0,2.5,1,0.00,0.00,0.00,0.69,47,-21721,1281517,54236,75957,5
7,5,71,13,8,True,2023-10-08T15:30:00Z,1,0,8,90,0,0,1,0,0,0,0,0,0,0,2,27,11.2,1.3,0.0,1.3,1,0.00,0.00,0.00,0.55,47,-49011,1226108,80932,129943,5
8,5,84,7,1,False,2023-10-21T16:30:00Z,2,2,9,90,0,0,0,2,0,0,0,0,0,0,0,11,10.4,2.1,17.0,3.0,1,0.13,0.01,0.14,1.36,47,61588,1303504,106197,44609,5
9,5,91,17,0,True,2023-10-28T14:00:00Z,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,228872,1541268,270867,41995,5
10,5,107,15,2,False,2023-11-04T17:30:00Z,1,0,11,90,0,0,0,1,0,0,0,0,0,0,0,12,19.0,2.0,2.0,2.3,1,0.00,0.03,0.03,1.09,48,-102642,1431782,26641,129283,5
11,5,111,6,2,True,2023-11-11T15:00:00Z,3,1,12,90,0,0,0,1,0,0,0,0,0,0,0,10,10.6,12.8,19.0,4.2,1,0.14,0.03,0.17,0.30,48,94101,1534828,130796,36695,5
12,5,121,4,6,False,2023-11-25T17:30:00Z,0,1,13,90,0,0,1,0,0,0,0,0,0,0,0,23,13.2,2.8,7.0,2.3,1,0.06,0.02,0.08,1.11,48,41771,1579515,85361,43590,5
0,6,2,16,2,True,2023-08-12T12:00:00Z,2,1,1,90,0,0,0,1,0,0,0,0,0,0,0,11,9.4,30.3,15.0,5.5,1,0.05,0.24,0.29,1.18,75,0,407159,0,0,6
1,6,12,8,2,False,2023-08-21T19:00:00Z,0,1,2,90,0,0,1,0,0,0,0,1,0,0,0,-1,0.0,13.8,6.0,1.9,1,0.02,0.05,0.07,1.06,75,-63530,377081,8492,72022,6
2,6,21,10,1,True,2023-08-26T14:00:00Z,2,2,3,55,0,0,0,1,0,0,0,0,0,0,0,2,5.4,23.6,13.0,4.2,1,0.27,0.14,0.41,0.29,74,-76821,308042,5577,82398,6
3,6,31,14,2,True,2023-09-03T15:30:00Z,3,1,4,76,0,0,0,1,0,0,0,0,0,0,0,5,7.8,12.3,21.0,4.1,1,0.36,0.04,0.40,0.90,73,-84114,228041,1637,85751,6
4,6,43,9,1,False,2023-09-17T15:30:00Z,0,1,5,10,0,0,0,0,0,0,0,0,0,0,0,4,2.4,0.3,2.0,0.5,0,0.00,0.00,0.00,0.10,72,-36089,197269,2545,38634,6
5,6,51,18,0,True,2023-09-24T13:00:00Z,2,2,6,45,0,0,0,1,0,0,0,1,0,0,0,-1,5.2,1.7,3.0,1.0,0,0.06,0.01,0.07,0.60,72,-18641,180502,1928,20569,6
6,6,62,3,7,False,2023-09-30T14:00:00Z,0,4,7,80,1,0,1,0,0,0,0,1,0,0,0,18,39.6,3.5,26.0,6.9,1,0.82,0.02,0.84,0.69,71,-11888,170271,4545,16433,6
7,6,71,13,4,True,2023-10-08T15:30:00Z,1,0,8,15,0,1,0,0,0,0,0,0,0,0,0,12,17.2,11.4,6.0,3.5,0,0.00,0.03,0.03,0.00,71,-4475,167477,3258,7733,6
8,6,84,7,1,False,2023-10-21T16:30:00Z,2,2,9,12,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.8,0.0,0.1,0,0.00,0.01,0.01,0.02,71,-3441,165616,2375,5816,6
9,6,91,17,3,True,2023-10-28T14:00:00Z,5,0,10,90,0,0,1,0,0,0,0,0,0,0,0,7,4.2,16.3,9.0,3.0,1,0.28,0.04,0.32,0.03,71,-5493,160775,1292,6785,6
10,6,107,15,1,False,2023-11-04T17:30:00Z,1,0,11,90,0,0,0,1,0,0,0,1,0,0,0,5,5.2,3.3,23.0,3.2,1,0.08,0.06,0.14,1.09,71,-4952,156522,869,5821,6
11,6,111,6,1,True,2023-11-11T15:00:00Z,3,1,12,58,0,0,0,1,0,0,0,0,0,0,0,0,0.0,12.5,23.0,3.4,1,0.36,0.05,0.41,0.26,71,1092,158817,4858,3766,6
12,6,121,4,6,False,2023-11-25T17:30:00Z,0,1,13,11,1,0,0,0,0,0,0,0,0,0,0,22,36.8,1.2,35.0,7.3,0,0.32,0.00,0.32,0.00,71,-2707,156951,2573,5280,6
0,8,2,16,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,80,0,208581,0,0,8
1,8,12,8,0,False,2023-08-21T19:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,79,-83981,128916,3233,87214,8
2,8,21,10,1,True,2023-08-26T14:00:00Z,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.3,35.0,3.8,0,0.14,0.01,0.15,0.12,79,-20602,114556,8903,29505,8
3,8,31,14,6,True,2023-09-03T15:30:00Z,3,1,4,14,1,0,0,0,0,0,0,1,0,0,2,25,35.0,11.3,23.0,6.9,0,0.67,0.04,0.71,0.06,79,16469,147993,29980,13511,8
4,8,43,9,1,False,2023-09-17T15:30:00Z,0,1,5,24,0,0,0,0,0,0,0,0,0,0,0,-1,1.0,0.3,2.0,0.3,0,0.00,0.00,0.00,0.19,79,115363,295935,139534,24171,8
5,8,51,18,2,True,2023-09-24T13:00:00Z,2,2,6,76,0,0,0,2,0,0,0,0,0,0,0,1,9.6,2.6,33.0,4.5,1,0.50,0.01,0.51,1.31,79,21494,322860,55836,34342,8
6,8,62,3,5,False,2023-09-30T14:00:00Z,0,4,7,90,0,1,1,0,0,0,0,0,0,0,0,20,9.4,35.2,20.0,6.5,1,0.11,0.19,0.30,0.69,80,61954,408882,92182,30228,8
7,8,71,13,1,True,2023-10-08T15:30:00Z,1,0,8,90,0,0,1,0,0,0,0,1,0,0,0,-1,9.2,8.2,17.0,3.4,1,0.02,0.05,0.07,0.55,80,-53865,348172,19574,73439,8
8,8,84,7,2,False,2023-10-21T16:30:00Z,2,2,9,67,0,0,0,2,0,0,0,0,0,0,0,6,0.6,0.8,14.0,1.5,1,0.27,0.00,0.27,1.30,79,-5821,356346,28245,34066,8
9,8,91,17,0,True,2023-10-28T14:00:00Z,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,79,-64994,292608,22337,87331,8
10,8,107,15,0,False,2023-11-04T17:30:00Z,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,78,-76677,216473,547,77224,8
11,8,111,6,0,True,2023-11-11T15:00:00Z,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,78,-21811,196315,724,22535,8
12,8,121,4,2,False,2023-11-25T17:30:00Z,0,1,13,65,0,0,1,0,0,0,0,0,0,0,0,0,4.6,2.1,47.0,5.4,1,0.51,0.01,0.52,0.61,78,28803,232396,38109,9306,8
0,9,2,16,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,0,14497,0,0,9
1,9,12,8,1,False,2023-08-21T19:00:00Z,0,1,2,11,0,0,0,0,0,0,0,0,0,0,0,5,3.6,0.6,0.0,0.4,0,0.00,0.01,0.01,0.59,55,-1903,19464,1215,3118,9
2,9,21,10,1,True,2023-08-26T14:00:00Z,2,2,3,6,0,0,0,1,0,0,0,0,0,0,0,4,4.2,6.7,0.0,1.1,0,0.00,0.03,0.03,0.25,55,-1887,19366,652,2539,9
3,9,31,14,1,True,2023-09-03T15:30:00Z,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1618,18732,392,2010,9
4,9,43,9,0,False,2023-09-17T15:30:00Z,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1276,18382,430,1706,9
5,9,51,18,1,True,2023-09-24T13:00:00Z,2,2,6,45,0,0,0,1,0,0,0,0,0,0,0,-1,5.4,1.6,0.0,0.7,0,0.00,0.01,0.01,0.60,54,-647,18080,260,907,9
6,9,62,3,1,False,2023-09-30T14:00:00Z,0,4,7,9,0,0,0,0,0,0,0,0,0,0,0,3,4.0,1.3,0.0,0.5,0,0.00,0.01,0.01,0.00,54,280,18830,1240,960,9
7,9,71,13,2,True,2023-10-08T15:30:00Z,1,0,8,74,0,0,1,0,0,0,0,1,0,0,0,9,4.2,8.0,0.0,1.2,1,0.00,0.04,0.04,0.55,54,-602,18440,371,973,9
8,9,84,7,2,False,2023-10-21T16:30:00Z,2,2,9,67,0,0,0,2,0,0,0,0,0,0,0,11,12.2,14.9,6.0,3.3,1,0.04,0.10,0.14,1.30,54,-177,18610,488,665,9
9,9,91,17,0,True,2023-10-28T14:00:00Z,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,53,-42,18737,487,529,9
10,9,107,15,2,False,2023-11-04T17:30:00Z,1,0,11,78,0,0,0,1,0,0,0,0,0,0,0,13,5.8,15.8,3.0,2.5,1,0.05,0.05,0.10,1.09,53,-168,18754,628,796,9
11,9,111,6,2,True,2023-11-11T15:00:00Z,3,1,12,90,0,0,0,1,0,0,0,0,0,0,0,13,10.0,15.8,0.0,2.6,1,0.00,0.05,0.05,0.30,53,222,19207,734,512,9
12,9,121,4,1,False,2023-11-25T17:30:00Z,0,1,13,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,0,0.00,0.00,0.00,0.00,53,58,19539,681,623,9
0,10,2,16,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,8740,0,0,10
1,10,12,8,1,False,2023-08-21T19:00:00Z,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.2,0.0,0.1,0,0.00,0.00,0.00,0.26,45,-1391,9267,233,1624,10
2,10,21,10,1,True,2023-08-26T14:00:00Z,2,2,3,90,0,0,0,2,0,0,0,0,0,0,0,11,16.0,4.7,14.0,3.5,1,0.32,0.03,0.35,0.53,44,-758,9160,332,1090,10
3,10,31,14,0,True,2023-09-03T15:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-103,9583,745,848,10
4,10,43,9,0,False,2023-09-17T15:30:00Z,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-413,9553,368,781,10
5,10,51,18,0,True,2023-09-24T13:00:00Z,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-444,9209,106,550,10
6,10,62,3,0,False,2023-09-30T14:00:00Z,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-233,9083,262,495,10
7,10,71,13,0,True,2023-10-08T15:30:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-317,8886,155,472,10
8,10,84,7,0,False,2023-10-21T16:30:00Z,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-207,8796,154,361,10
9,10,91,17,6,True,2023-10-28T14:00:00Z,5,0,10,90,0,0,1,0,0,0,0,0,0,0,0,25,13.0,1.5,2.0,1.7,1,0.00,0.02,0.02,0.03,43,-188,8667,121,309,10
10,10,107,15,0,False,2023-11-04T17:30:00Z,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,491,9289,765,274,10
11,10,111,6,1,True,2023-11-11T15:00:00Z,3,1,12,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.05,43,-40,9294,346,386,10
12,10,121,4,0,False,2023-11-25T17:30:00Z,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-93,9257,262,355,10
0,11,2,16,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,12856,0,0,11
1,11,12,8,0,False,2023-08-21T19:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4225,10849,819,5044,11
2,11,21,10,0,True,2023-08-26T14:00:00Z,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2907,8103,0,2907,11
3,11,31,14,0,True,2023-09-03T15:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1296,6902,0,1296,11
4,11,43,9,0,False,2023-09-17T15:30:00Z,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-866,6063,0,866,11
5,11,51,18,0,True,2023-09-24T13:00:00Z,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-326,5759,0,326,11
6,11,62,3,0,False,2023-09-30T14:00:00Z,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-295,5453,0,295,11
7,11,71,13,0,True,2023-10-08T15:30:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-195,5270,0,195,11
8,11,84,7,0,False,2023-10-21T16:30:00Z,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-158,5111,0,158,11
9,11,91,17,0,True,2023-10-28T14:00:00Z,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-111,4999,0,111,11
